date,user,conversion,experiment,time_spend
2/25/18,439152,1,A,20
2/24/18,215336,1,A,22
2/23/18,606720,0,A,10
2/22/18,42055,0,A,20
2/21/18,967075,0,A,22
2/20/18,93846,0,A,10
2/19/18,941829,1,A,20
2/18/18,265161,0,B,22
2/17/18,92483,0,B,10
2/16/18,241651,0,B,20
2/15/18,558372,0,B,22
2/14/18,160566,0,B,10
2/13/18,585933,0,B,20
2/12/18,389729,0,B,22
2/11/18,703169,0,B,10
2/10/18,656101,0,B,20
2/9/18,242728,0,B,22
2/8/18,936700,0,B,10
2/7/18,976660,0,B,20
2/6/18,19329,0,B,22
2/5/18,858357,0,B,10
2/4/18,882792,0,B,20
2/3/18,779520,0,B,22
2/2/18,114306,0,B,10
2/1/18,958541,0,B,20
1/31/18,678194,0,B,22
1/30/18,477428,0,B,10
1/29/18,271608,0,B,20
1/28/18,190004,0,B,22
1/27/18,217779,0,A,10
1/26/18,75088,1,A,20
1/25/18,263105,0,A,22
1/24/18,818261,0,A,10
1/23/18,68906,1,A,20
1/22/18,356967,1,A,22
1/21/18,688010,1,A,10
1/20/18,254544,1,A,20
1/19/18,302832,0,A,22
1/18/18,553561,0,A,10
1/17/18,666943,0,A,20
1/16/18,10038,1,A,22
1/15/18,99928,1,A,10
1/14/18,36662,0,A,20
1/13/18,584063,0,A,22
1/12/18,936610,0,A,10
1/11/18,934695,0,A,20
1/10/18,930282,1,A,22
1/9/18,770724,0,B,10
1/8/18,634421,0,B,20
1/7/18,901913,0,B,22
1/6/18,988020,0,B,10
1/5/18,948103,0,B,20
1/4/18,297307,0,B,22
1/3/18,467096,0,B,10
1/2/18,347834,0,B,20
9/13/20,276588,0,B,22
9/12/20,35531,0,B,10
9/11/20,684931,0,B,20
9/10/20,517860,0,B,22
9/9/20,424057,0,B,10
9/8/20,205306,0,B,20
9/7/20,399262,0,B,22
9/6/20,673737,0,B,10
9/5/20,901435,0,B,20
9/4/20,207905,0,B,22
9/3/20,216578,0,B,10
9/2/20,330066,0,B,20
9/1/20,203920,0,B,22
8/31/20,572688,0,B,10
8/30/20,757974,0,A,20
8/29/20,510175,1,A,22
8/28/20,209723,0,A,10
8/27/20,521763,0,A,20
8/26/20,138303,1,A,22
8/25/20,347660,1,A,10
8/24/20,594683,1,A,20
8/23/20,344234,1,A,22
8/22/20,279646,0,A,10
8/21/20,593937,0,A,20
8/20/20,592174,0,A,22
8/19/20,3939,1,A,10
8/18/20,168561,1,A,20
8/17/20,587741,0,A,22
8/16/20,3862,0,A,10
8/15/20,902346,0,A,20
8/14/20,655452,0,A,22
8/13/20,460749,1,A,10
8/12/20,765825,0,B,20
8/11/20,250667,0,B,22
8/10/20,679626,0,B,10
8/9/20,252260,0,B,20
8/8/20,451994,0,B,22
8/7/20,696479,0,B,10
8/6/20,733974,0,B,20
8/5/20,413078,0,B,22
8/4/20,938049,0,B,10
8/3/20,648036,0,B,20
8/2/20,102672,0,B,22
8/1/20,618152,0,B,10
7/31/20,215685,0,B,20
7/30/20,868550,0,B,22
7/29/20,598495,0,B,10
7/28/20,144816,0,B,20
7/27/20,927055,0,B,22
7/26/20,913971,0,B,10
7/25/20,539908,0,B,20
7/24/20,730308,0,B,22
7/23/20,432976,0,B,10
7/22/20,773464,0,B,20
7/21/20,481515,0,A,22
7/20/20,429911,1,A,10
7/19/20,506155,0,A,20
7/18/20,777576,0,A,22
7/17/20,528507,1,A,10
7/16/20,915714,1,A,20
7/15/20,882821,1,A,22
7/14/20,660058,1,A,10
7/13/20,745831,0,A,20
7/12/20,628993,0,A,22
7/11/20,199071,0,A,10
7/10/20,167844,1,A,20
7/9/20,782572,1,A,22
7/8/20,540897,0,A,10
7/7/20,812843,0,A,20
7/6/20,590002,0,A,22
7/5/20,73723,0,A,10
7/4/20,800478,1,A,20
7/3/20,58255,0,B,22
7/2/20,606618,0,B,10
7/1/20,250875,0,B,20
6/30/20,26784,0,B,22
6/29/20,969467,0,B,10
6/28/20,967691,0,B,20
6/27/20,327098,0,B,22
6/26/20,628840,0,B,10
6/25/20,41316,0,B,20
6/24/20,539116,0,B,22
6/23/20,804791,0,B,10
6/22/20,624955,0,B,20
6/21/20,955893,0,B,22
6/20/20,935421,0,B,10
6/19/20,666509,0,B,20
6/18/20,266739,0,B,22
6/17/20,895368,0,B,10
6/16/20,821758,0,B,20
6/15/20,266879,0,B,22
6/14/20,223993,0,B,10
6/13/20,675800,0,B,20
6/12/20,190135,0,B,22
6/11/20,452894,0,A,10
6/10/20,830520,1,A,20
6/9/20,222257,0,A,22
6/8/20,581620,0,A,10
6/7/20,678065,1,A,20
6/6/20,587856,1,A,22
6/5/20,271945,1,A,10
6/4/20,131769,1,A,20
6/3/20,378770,0,A,22
6/2/20,468513,0,A,10
6/1/20,91541,0,A,20
5/31/20,704757,1,A,22
5/30/20,725720,1,A,10
5/29/20,158532,0,A,20
5/28/20,400065,0,A,22
5/27/20,727696,0,A,10
5/26/20,424951,0,A,20
5/25/20,846408,1,A,22
5/24/20,332336,0,B,10
5/23/20,639816,0,B,20
5/22/20,815051,0,B,22
5/21/20,64151,0,B,10
5/20/20,707102,0,B,20
5/19/20,621542,0,B,22
5/18/20,933809,0,B,10
5/17/20,336366,0,B,20
5/16/20,11668,0,B,22
5/15/20,633433,0,B,10
5/14/20,515079,0,B,20
5/13/20,104075,0,B,22
5/12/20,987923,0,B,10
5/11/20,478893,0,B,20
5/10/20,896064,0,B,22
5/9/20,214508,0,B,10
5/8/20,9505,0,B,20
5/7/20,232142,0,B,22
5/6/20,164524,0,B,10
5/5/20,347750,0,B,20
5/4/20,671208,0,B,22
5/3/20,144833,0,B,10
5/2/20,701635,0,A,20
5/1/20,524669,1,A,22
4/30/20,972200,0,A,10
4/29/20,327358,0,A,20
4/28/20,45355,1,A,22
4/27/20,339987,1,A,10
4/26/20,329202,1,A,20
4/25/20,708648,1,A,22
4/24/20,422059,0,A,10
4/23/20,405748,0,A,20
4/22/20,350050,0,A,22
4/21/20,344617,1,A,10
4/20/20,680168,1,A,20
4/19/20,19513,0,A,22
4/18/20,74725,0,A,10
4/17/20,897345,0,A,20
4/16/20,202643,0,A,22
4/15/20,300239,1,A,10
4/14/20,607881,0,B,20
4/13/20,385908,0,B,22
4/12/20,949792,0,B,10
4/11/20,933750,0,B,20
4/10/20,753767,0,B,22
4/9/20,956946,0,B,10
4/8/20,504115,0,B,20
4/7/20,522579,0,B,22
4/6/20,398925,0,B,10
4/5/20,18488,0,B,20
4/4/20,748734,0,B,22
4/3/20,273210,0,B,10
4/2/20,90064,0,B,20
4/1/20,780612,0,B,22
3/31/20,830889,0,B,10
3/30/20,64654,0,B,20
3/29/20,436748,0,B,22
3/28/20,537130,0,B,10
3/27/20,868240,0,B,20
3/26/20,422991,0,B,22
3/25/20,410524,0,B,10
3/24/20,98870,0,B,20
3/23/20,920314,0,A,22
3/22/20,274785,1,A,10
3/21/20,148509,0,A,20
3/20/20,571834,0,A,22
3/19/20,495510,1,A,10
3/18/20,241301,1,A,20
3/17/20,90840,1,A,22
3/16/20,103660,1,A,10
3/15/20,759549,0,A,20
3/14/20,47434,0,A,22
3/13/20,143994,0,A,10
3/12/20,399700,1,A,20
3/11/20,625168,1,A,22
3/10/20,788318,0,A,10
3/9/20,973692,0,A,20
3/8/20,879829,0,A,22
3/7/20,507769,0,A,10
3/6/20,144233,1,A,20
3/5/20,650139,0,B,22
3/4/20,821631,0,B,10
3/3/20,938620,0,B,20
3/2/20,552236,0,B,22
3/1/20,292254,0,B,10
2/29/20,437926,0,B,20
2/28/20,156584,0,B,22
2/27/20,34993,0,B,10
2/26/20,660493,0,B,20
2/25/20,215748,0,B,22
2/24/20,614424,0,B,10
2/23/20,261188,0,B,20
2/22/20,877993,0,B,22
2/21/20,937000,0,B,10
2/20/20,246933,0,B,20
2/19/20,950597,0,B,22
2/18/20,321122,0,B,10
2/17/20,141370,0,B,20
2/16/20,992659,0,B,22
2/15/20,354027,0,B,10
2/14/20,21069,0,B,20
2/13/20,886983,0,B,22
2/12/20,337231,0,A,10
2/11/20,338982,1,A,20
2/10/20,246851,0,A,22
2/9/20,952598,0,A,10
2/8/20,377583,1,A,20
2/7/20,547323,1,A,22
2/6/20,184617,1,A,10
2/5/20,428161,1,A,20
2/4/20,407813,0,A,22
2/3/20,838546,0,A,10
2/2/20,373214,0,A,20
2/1/20,568733,1,A,22
1/31/20,482025,1,A,10
1/30/20,798738,0,A,20
1/29/20,170958,0,A,22
1/28/20,859577,0,A,10
1/27/20,179984,0,A,20
1/26/20,354938,1,A,22
1/25/20,980071,0,B,10
1/24/20,634142,0,B,20
1/23/20,876034,0,B,22
1/22/20,722476,0,B,10
1/21/20,349905,0,B,20
1/20/20,901394,0,B,22
1/19/20,363516,0,B,10
1/18/20,698464,0,B,20
1/17/20,952861,0,B,22
1/16/20,672047,0,B,10
1/15/20,611467,0,B,20
1/14/20,717180,0,B,22
1/13/20,268515,0,B,10
1/12/20,706291,0,B,20
1/11/20,6603,0,B,22
1/10/20,376909,0,B,10
1/9/20,209998,0,B,20
1/8/20,617335,0,B,22
1/7/20,48669,0,B,10
1/6/20,771641,0,B,20
1/5/20,96618,0,B,22
1/4/20,367978,0,B,10
1/3/20,693643,0,A,20
1/2/20,508445,1,A,22
1/1/20,880644,0,A,10
12/31/19,583585,0,A,20
12/30/19,248096,1,A,22
12/29/19,218369,1,A,10
12/28/19,209402,1,A,20
12/27/19,203638,1,A,22
12/26/19,632873,0,A,10
12/25/19,568615,0,A,20
12/24/19,507525,0,A,22
12/23/19,65007,1,A,10
12/22/19,283497,1,A,20
12/21/19,724837,0,A,22
12/20/19,446136,0,A,10
12/19/19,423526,0,A,20
12/18/19,949765,0,A,22
12/17/19,241164,1,A,10
12/16/19,703044,0,B,20
12/15/19,311226,0,B,22
12/14/19,601305,0,B,10
12/13/19,638583,0,B,20
12/12/19,182792,0,B,22
12/11/19,414754,0,B,10
12/10/19,656811,0,B,20
12/9/19,152636,0,B,22
12/8/19,480515,0,B,10
12/7/19,428414,0,B,20
12/6/19,718891,0,B,22
12/5/19,271080,0,B,10
12/4/19,415975,0,B,20
12/3/19,289528,0,B,22
12/2/19,318777,0,B,10
12/1/19,425412,0,B,20
11/30/19,866081,0,B,22
11/29/19,559243,0,B,10
11/28/19,944378,0,B,20
11/27/19,684090,0,B,22
11/26/19,554395,0,B,10
11/25/19,650137,0,B,20
11/24/19,34710,0,A,22
11/23/19,839249,1,A,10
11/22/19,867707,0,A,20
11/21/19,723778,0,A,22
11/20/19,217156,1,A,10
11/19/19,625895,1,A,20
11/18/19,159283,1,A,22
11/17/19,478584,1,A,10
11/16/19,95191,0,A,20
11/15/19,174612,0,A,22
11/14/19,628852,0,A,10
11/13/19,180030,1,A,20
11/12/19,21435,1,A,22
11/11/19,35096,0,A,10
11/10/19,907720,0,A,20
11/9/19,65198,0,A,22
11/8/19,175348,0,A,10
11/7/19,776486,1,A,20
11/6/19,902088,0,B,22
11/5/19,852056,0,B,10
11/4/19,571222,0,B,20
11/3/19,302408,0,B,22
11/2/19,171792,0,B,10
11/1/19,532929,0,B,20
10/31/19,166059,0,B,22
10/30/19,879413,0,B,10
10/29/19,89626,0,B,20
10/28/19,866769,0,B,22
10/27/19,715319,0,B,10
10/26/19,5721,0,B,20
10/25/19,823842,0,B,22
10/24/19,925313,0,B,10
10/23/19,949304,0,B,20
10/22/19,941391,0,B,22
10/21/19,241935,0,B,10
10/20/19,517220,0,B,20
10/19/19,883795,0,B,22
10/18/19,612478,0,B,10
10/17/19,967207,0,B,20
10/16/19,290685,0,B,22
10/15/19,712689,0,A,10
10/14/19,448362,1,A,20
10/13/19,781394,0,A,22
10/12/19,762849,0,A,10
10/11/19,821272,1,A,20
10/10/19,16696,1,A,22
10/9/19,80460,1,A,10
10/8/19,711757,1,A,20
10/7/19,884126,0,A,22
10/6/19,14204,0,A,10
10/5/19,944781,0,A,20
10/4/19,286056,1,A,22
10/3/19,988833,1,A,10
10/2/19,352303,0,A,20
10/1/19,466084,0,A,22
9/30/19,827098,0,A,10
9/29/19,483212,0,A,20
9/28/19,385158,1,A,22
9/27/19,33999,0,B,10
9/26/19,962535,0,B,20
9/25/19,543111,0,B,22
9/24/19,868167,0,B,10
9/23/19,989817,0,B,20
9/22/19,878033,0,B,22
9/21/19,395054,0,B,10
9/20/19,845844,0,B,20
9/19/19,854030,0,B,22
9/18/19,516124,0,B,10
9/17/19,183841,0,B,20
9/16/19,643827,0,B,22
9/15/19,980852,0,B,10
9/14/19,215005,0,B,20
9/13/19,850454,0,B,22
9/12/19,862928,0,B,10
9/11/19,336679,0,B,20
9/10/19,862077,0,B,22
9/9/19,859199,0,B,10
9/8/19,423980,0,B,20
9/7/19,457121,0,B,22
9/6/19,402311,0,B,10
9/5/19,959731,0,A,20
9/4/19,443460,1,A,22
9/3/19,908053,0,A,10
9/2/19,275036,0,A,20
9/1/19,401635,1,A,22
8/31/19,365482,1,A,10
8/30/19,871058,1,A,20
8/29/19,519227,1,A,22
8/28/19,894584,0,A,10
8/27/19,332189,0,A,20
8/26/19,63705,0,A,22
8/25/19,396811,1,A,10
8/24/19,837860,1,A,20
8/23/19,524949,0,A,22
8/22/19,898149,0,A,10
8/21/19,88908,0,A,20
8/20/19,728894,0,A,22
8/19/19,662608,1,A,10
8/18/19,103054,0,B,20
8/17/19,33128,0,B,22
8/16/19,832542,0,B,10
8/15/19,14995,0,B,20
8/14/19,917135,0,B,22
8/13/19,494041,0,B,10
8/12/19,268928,0,B,20
8/11/19,766621,0,B,22
8/10/19,623707,0,B,10
8/9/19,856482,0,B,20
8/8/19,612345,0,B,22
8/7/19,498565,0,B,10
8/6/19,473350,0,B,20
8/5/19,632883,0,B,22
8/4/19,317303,0,B,10
8/3/19,649904,0,B,20
8/2/19,355217,0,B,22
8/1/19,355943,0,B,10
7/31/19,358187,0,B,20
7/30/19,744169,0,B,22
7/29/19,234874,0,B,10
7/28/19,514629,0,B,20
7/27/19,566085,0,A,22
7/26/19,370294,1,A,10
7/25/19,598633,0,A,20
7/24/19,920210,0,A,22
7/23/19,38104,1,A,10
7/22/19,759376,1,A,20
7/21/19,606774,1,A,22
7/20/19,61747,1,A,10
7/19/19,567219,0,A,20
7/18/19,202962,0,A,22
7/17/19,340716,0,A,10
7/16/19,336630,1,A,20
7/15/19,354114,1,A,22
7/14/19,499746,0,A,10
7/13/19,22466,0,A,20
7/12/19,810093,0,A,22
7/11/19,573537,0,A,10
7/10/19,807052,1,A,20
7/9/19,224184,0,B,22
7/8/19,210444,0,B,10
7/7/19,936494,0,B,20
7/6/19,564165,0,B,22
7/5/19,179783,0,B,10
7/4/19,541975,0,B,20
7/3/19,317876,0,B,22
7/2/19,887598,0,B,10
7/1/19,605721,0,B,20
6/30/19,53434,0,B,22
6/29/19,792532,0,B,10
6/28/19,78754,0,B,20
6/27/19,413986,0,B,22
6/26/19,756234,0,B,10
6/25/19,946230,0,B,20
6/24/19,738253,0,B,22
6/23/19,762880,0,B,10
6/22/19,454699,0,B,20
6/21/19,634835,0,B,22
6/20/19,834026,0,B,10
6/19/19,187229,0,B,20
6/18/19,162099,0,B,22
6/17/19,781263,0,A,10
6/16/19,8618,1,A,20
6/15/19,984403,0,A,22
6/14/19,394929,0,A,10
6/13/19,525318,1,A,20
6/12/19,990860,1,A,22
6/11/19,975551,1,A,10
6/10/19,749550,1,A,20
6/9/19,889996,0,A,22
6/8/19,302871,0,A,10
6/7/19,856496,0,A,20
6/6/19,207859,1,A,22
6/5/19,972152,1,A,10
6/4/19,558174,0,A,20
6/3/19,203375,0,A,22
6/2/19,2960,0,A,10
6/1/19,369418,0,A,20
5/31/19,848199,1,A,22
5/30/19,929144,0,B,10
5/29/19,336909,0,B,20
5/28/19,631659,0,B,22
5/27/19,22385,0,B,10
5/26/19,930376,0,B,20
5/25/19,76017,0,B,22
5/24/19,739432,0,B,10
5/23/19,628335,0,B,20
5/22/19,480679,0,B,22
5/21/19,969673,0,B,10
5/20/19,526705,0,B,20
5/19/19,204060,0,B,22
5/18/19,412054,0,B,10
5/17/19,940720,0,B,20
5/16/19,174259,0,B,22
5/15/19,560862,0,B,10
5/14/19,860966,0,B,20
5/13/19,701389,0,B,22
5/12/19,749725,0,B,10
5/11/19,541274,0,B,20
5/10/19,78544,0,B,22
5/9/19,714136,0,B,10
5/8/19,755465,0,A,20
5/7/19,424925,1,A,22
5/6/19,300773,0,A,10
5/5/19,133579,0,A,20
5/4/19,744577,1,A,22
5/3/19,50897,1,A,10
5/2/19,137532,1,A,20
5/1/19,63478,1,A,22
4/30/19,711601,0,A,10
4/29/19,648072,0,A,20
4/28/19,488608,0,A,22
4/27/19,318136,1,A,10
4/26/19,826398,1,A,20
4/25/19,310143,0,A,22
4/24/19,120932,0,A,10
4/23/19,907946,0,A,20
4/22/19,393353,0,A,22
4/21/19,336379,1,A,10
4/20/19,810233,0,B,20
4/19/19,429810,0,B,22
4/18/19,35900,0,B,10
4/17/19,248150,0,B,20
4/16/19,46434,0,B,22
4/15/19,647563,0,B,10
4/14/19,14830,0,B,20
4/13/19,552344,0,B,22
4/12/19,266523,0,B,10
4/11/19,409108,0,B,20
4/10/19,877348,0,B,22
4/9/19,266157,0,B,10
4/8/19,147364,0,B,20
4/7/19,494838,0,B,22
4/6/19,825251,0,B,10
4/5/19,570550,0,B,20
4/4/19,372267,0,B,22
4/3/19,922243,0,B,10
4/2/19,687127,0,B,20
4/1/19,545548,0,B,22
3/31/19,552124,0,B,10
3/30/19,912374,0,B,20
3/29/19,596308,0,A,22
3/28/19,862380,1,A,10
3/27/19,777468,0,A,20
3/26/19,534074,0,A,22
3/25/19,882902,1,A,10
3/24/19,674749,1,A,20
3/23/19,816765,1,A,22
3/22/19,835102,1,A,10
3/21/19,865366,0,A,20
3/20/19,996764,0,A,22
3/19/19,457440,0,A,10
3/18/19,132072,1,A,20
3/17/19,698261,1,A,22
3/16/19,299365,0,A,10
3/15/19,783641,0,A,20
3/14/19,365938,0,A,22
3/13/19,295617,0,A,10
3/12/19,637727,1,A,20
3/11/19,763930,0,B,22
3/10/19,983210,0,B,10
3/9/19,962587,0,B,20
3/8/19,677085,0,B,22
3/7/19,638212,0,B,10
3/6/19,108186,0,B,20
3/5/19,681034,0,B,22
3/4/19,412163,0,B,10
3/3/19,17778,0,B,20
3/2/19,471744,0,B,22
3/1/19,193709,0,B,10
2/28/19,924435,0,B,20
2/27/19,809243,0,B,22
2/26/19,149413,0,B,10
2/25/19,512682,0,B,20
2/24/19,347951,0,B,22
2/23/19,250326,0,B,10
2/22/19,543520,0,B,20
2/21/19,870176,0,B,22
2/20/19,861421,0,B,10
2/19/19,840696,0,B,20
2/18/19,923262,0,B,22
2/17/19,706752,0,A,10
2/16/19,104959,1,A,20
2/15/19,577505,0,A,22
2/14/19,671068,0,A,10
2/13/19,779697,1,A,20
2/12/19,627634,1,A,22
2/11/19,981702,1,A,10
2/10/19,623173,1,A,20
2/9/19,74201,0,A,22
2/8/19,940215,0,A,10
2/7/19,394706,0,A,20
2/6/19,882745,1,A,22
2/5/19,248252,1,A,10
2/4/19,399669,0,A,20
2/3/19,654464,0,A,22
2/2/19,421666,0,A,10
2/1/19,698350,0,A,20
1/31/19,313715,1,A,22
1/30/19,76013,0,B,10
1/29/19,620236,0,B,20
1/28/19,363411,0,B,22
1/27/19,185597,0,B,10
1/26/19,514363,0,B,20
1/25/19,273160,0,B,22
1/24/19,547337,0,B,10
1/23/19,38729,0,B,20
1/22/19,726756,0,B,22
1/21/19,140484,0,B,10
1/20/19,854430,0,B,20
1/19/19,662988,0,B,22
1/18/19,207984,0,B,10
1/17/19,815710,0,B,20
1/16/19,699071,0,B,22
1/15/19,25907,0,B,10
1/14/19,664584,0,B,20
1/13/19,821987,0,B,22
1/12/19,696678,0,B,10
1/11/19,275385,0,B,20
1/10/19,150461,0,B,22
1/9/19,654532,0,B,10
1/8/19,59678,0,A,20
1/7/19,445107,1,A,22
1/6/19,779047,0,A,10
1/5/19,476347,0,A,20
1/4/19,368132,1,A,22
1/3/19,85904,1,A,10
1/2/19,928397,1,A,20
1/1/19,280973,1,A,22
12/31/18,4129,0,A,10
12/30/18,865290,0,A,20
12/29/18,990511,0,A,22
12/28/18,532543,1,A,10
12/27/18,408237,1,A,20
12/26/18,202579,0,A,22
12/25/18,81861,0,A,10
12/24/18,381643,0,A,20
12/23/18,154006,0,A,22
12/22/18,746266,1,A,10
12/21/18,469244,0,B,20
12/20/18,905105,0,B,22
12/19/18,573967,0,B,10
12/18/18,801097,0,B,20
12/17/18,534255,0,B,22
12/16/18,23369,0,B,10
12/15/18,69076,0,B,20
12/14/18,529799,0,B,22
12/13/18,790267,0,B,10
12/12/18,990169,0,B,20
12/11/18,714347,0,B,22
12/10/18,75628,0,B,10
12/9/18,220849,0,B,20
12/8/18,699234,0,B,22
12/7/18,370241,0,B,10
12/6/18,674351,0,B,20
12/5/18,503530,0,B,22
12/4/18,626879,0,B,10
12/3/18,613233,0,B,20
12/2/18,322326,0,B,22
12/1/18,396284,0,B,10
11/30/18,613934,0,B,20
11/29/18,809369,0,A,22
11/28/18,139083,1,A,10
11/27/18,383551,0,A,20
11/26/18,95423,0,A,22
11/25/18,556201,1,A,10
11/24/18,99074,1,A,20
11/23/18,101951,1,A,22
11/22/18,6848,1,A,10
11/21/18,685137,0,A,20
11/20/18,354592,0,A,22
11/19/18,816237,0,A,10
11/18/18,725579,1,A,20
11/17/18,608143,1,A,22
11/16/18,569112,0,A,10
11/15/18,823752,0,A,20
11/14/18,729815,0,A,22
11/13/18,150714,0,A,10
11/12/18,329028,1,A,20
11/11/18,402851,0,B,22
11/10/18,856743,0,B,10
11/9/18,872105,0,B,20
11/8/18,422891,0,B,22
11/7/18,117621,0,B,10
11/6/18,954975,0,B,20
11/5/18,329311,0,B,22
11/4/18,924654,0,B,10
11/3/18,362258,0,B,20
11/2/18,717846,0,B,22
11/1/18,980586,0,B,10
10/31/18,945901,0,B,20
10/30/18,268126,0,B,22
10/29/18,258347,0,B,10
10/28/18,617240,0,B,20
10/27/18,286013,0,B,22
10/26/18,763220,0,B,10
10/25/18,80654,0,B,20
10/24/18,399354,0,B,22
10/23/18,741607,0,B,10
10/22/18,265205,0,B,20
10/21/18,971059,0,B,22
10/20/18,693109,0,A,10
10/19/18,927179,1,A,20
10/18/18,788724,0,A,22
10/17/18,491441,0,A,10
10/16/18,242958,1,A,20
10/15/18,257529,1,A,22
10/14/18,373828,1,A,10
10/13/18,538674,1,A,20
10/12/18,978677,0,A,22
10/11/18,100309,0,A,10
10/10/18,605908,0,A,20
10/9/18,132801,1,A,22
10/8/18,333290,1,A,10
10/7/18,77288,0,A,20
10/6/18,519412,0,A,22
10/5/18,347986,0,A,10
10/4/18,843260,0,A,20
10/3/18,408362,1,A,22
10/2/18,752066,0,B,10
10/1/18,691128,0,B,20
9/30/18,93179,0,B,22
9/29/18,730456,0,B,10
9/28/18,441919,0,B,20
9/27/18,624629,0,B,22
9/26/18,275659,0,B,10
9/25/18,20840,0,B,20
9/24/18,501097,0,B,22
9/23/18,832055,0,B,10
9/22/18,173630,0,B,20
9/21/18,812808,0,B,22
9/20/18,513886,0,B,10
9/19/18,644007,0,B,20
9/18/18,117869,0,B,22
9/17/18,281558,0,B,10
9/16/18,216718,0,B,20
9/15/18,676849,0,B,22
9/14/18,765945,0,B,10
9/13/18,943463,0,B,20
9/12/18,338802,0,B,22
9/11/18,666799,0,B,10
9/10/18,48270,0,A,20
9/9/18,41793,1,A,22
9/8/18,73108,0,A,10
9/7/18,787033,0,A,20
9/6/18,32382,1,A,22
9/5/18,486178,1,A,10
9/4/18,460898,1,A,20
9/3/18,571962,1,A,22
9/2/18,834428,0,A,10
9/1/18,814969,0,A,20
8/31/18,958233,0,A,22
8/30/18,153850,1,A,10
8/29/18,982717,1,A,20
8/28/18,130758,0,A,22
8/27/18,769146,0,A,10
8/26/18,663597,0,A,20
8/25/18,901883,0,A,22
8/24/18,615742,1,A,10
8/23/18,93996,0,B,20
8/22/18,281107,0,B,22
8/21/18,613621,0,B,10
8/20/18,371798,0,B,20
8/19/18,708808,0,B,22
8/18/18,910446,0,B,10
8/17/18,408809,0,B,20
8/16/18,945137,0,B,22
8/15/18,358192,0,B,10
8/14/18,633208,0,B,20
8/13/18,362611,0,B,22
8/12/18,273149,0,B,10
8/11/18,177174,0,B,20
8/10/18,153599,0,B,22
8/9/18,13847,0,B,10
8/8/18,887232,0,B,20
8/7/18,629568,0,B,22
8/6/18,502826,0,B,10
8/5/18,502445,0,B,20
8/4/18,543105,0,B,22
8/3/18,526040,0,B,10
8/2/18,922476,0,B,20
8/1/18,97784,0,A,22
7/31/18,668532,1,A,10
7/30/18,89033,0,A,20
7/29/18,385939,0,A,22
7/28/18,321194,1,A,10
7/27/18,451502,1,A,20
7/26/18,193103,1,A,22
7/25/18,829455,1,A,10
7/24/18,829213,0,A,20
7/23/18,332931,0,A,22
7/22/18,393448,0,A,10
7/21/18,517903,1,A,20
7/20/18,735749,1,A,22
7/19/18,313614,0,A,10
7/18/18,977616,0,A,20
7/17/18,509418,0,A,22
7/16/18,427406,0,A,10
7/15/18,918594,1,A,20
7/14/18,702284,0,B,22
7/13/18,788263,0,B,10
7/12/18,103409,0,B,20
7/11/18,20273,0,B,22
7/10/18,270697,0,B,10
7/9/18,89118,0,B,20
7/8/18,129179,0,B,22
7/7/18,604289,0,B,10
7/6/18,16793,0,B,20
7/5/18,568325,0,B,22
7/4/18,107885,0,B,10
7/3/18,127606,0,B,20
7/2/18,422638,0,B,22
7/1/18,816233,0,B,10
6/30/18,495885,0,B,20
6/29/18,941254,0,B,22
6/28/18,278311,0,B,10
6/27/18,446178,0,B,20
6/26/18,771655,0,B,22
6/25/18,194414,0,B,10
6/24/18,693936,0,B,20
6/23/18,989163,0,B,22
6/22/18,144612,0,A,10
6/21/18,362453,1,A,20
6/20/18,877053,0,A,22
6/19/18,726692,0,A,10
6/18/18,95559,1,A,20
6/17/18,782781,1,A,22
6/16/18,607378,1,A,10
6/15/18,480286,1,A,20
6/14/18,727019,0,A,22
6/13/18,594765,0,A,10
6/12/18,356399,0,A,20
6/11/18,403166,1,A,22
6/10/18,202383,1,A,10
6/9/18,766826,0,A,20
6/8/18,19621,0,A,22
6/7/18,594449,0,A,10
6/6/18,18532,0,A,20
6/5/18,109018,1,A,22
6/4/18,101619,0,B,10
6/3/18,464129,0,B,20
6/2/18,917155,0,B,22
6/1/18,581923,0,B,10
5/31/18,444535,0,B,20
5/30/18,532311,0,B,22
5/29/18,294969,0,B,10
5/28/18,941030,0,B,20
5/27/18,251886,0,B,22
5/26/18,196505,0,B,10
5/25/18,338542,0,B,20
5/24/18,533976,0,B,22
5/23/18,460083,0,B,10
5/22/18,418248,0,B,20
5/21/18,71501,0,B,22
5/20/18,797908,0,B,10
5/19/18,445585,0,B,20
5/18/18,508856,0,B,22
5/17/18,274721,0,B,10
5/16/18,459538,0,B,20
5/15/18,905749,0,B,22
5/14/18,574241,0,B,10
5/13/18,476228,0,A,20
5/12/18,647730,1,A,22
5/11/18,911524,0,A,10
5/10/18,481385,0,A,20
5/9/18,801286,1,A,22
5/8/18,133087,1,A,10
5/7/18,396414,1,A,20
5/6/18,762988,1,A,22
5/5/18,960769,0,A,10
5/4/18,658648,0,A,20
5/3/18,65535,0,A,22
5/2/18,80869,1,A,10
5/1/18,247220,1,A,20
4/30/18,262010,0,A,22
4/29/18,490468,0,A,10
4/28/18,113879,0,A,20
4/27/18,779958,0,A,22
4/26/18,294517,1,A,10
4/25/18,173114,0,B,20
4/24/18,625952,0,B,22
4/23/18,310759,0,B,10
4/22/18,227715,0,B,20
4/21/18,439509,0,B,22
